mjd            flux     error
2457517.306735 -0.126086 0.0144132
2457517.306797 -0.113747 0.0139889
2457517.306859 -0.181885 0.0135347
2457517.306921 -0.528049 0.0129737
2457517.306982 -0.837525 0.0117132
2457517.307044 -0.931139 0.0115134
2457517.307106 -0.895693 0.0116978
2457517.307168 -0.647509 0.0123182
2457517.307230 -0.523832 0.0125908
2457517.307292 -0.442704 0.0128141
2457517.307354 -0.396111 0.0126837
2457517.307416 -0.331297 0.0127999
2457517.307478 -0.283693 0.0130232
2457517.307540 -0.332844 0.0127691
2457517.307602 -0.552405 0.0124676
2457517.307664 -0.712913 0.0123956
2457517.307726 -0.603872 0.0122299
2457517.307787 -0.549599 0.0121744
2457517.307849 -0.308949 0.0128675
2457517.307911 -0.177986 0.013518
2457517.307973 -0.195274 0.0134782
2457517.308035 -0.168019 0.0135921
2457517.308097 -0.185062 0.0135491
2457517.308159 -0.219215 0.0131042
2457517.308221 -0.344857 0.0126024
2457517.308283 -0.648153 0.0117235
2457517.308345 -0.924393 0.0112983
2457517.308407 -0.969545 0.0115263
2457517.308469 -0.910261 0.0115838
2457517.308531 -0.691109 0.0121217
2457517.308592 -0.503599 0.0124617
2457517.308654 -0.432603 0.012762
2457517.308716 -0.384012 0.0126433
2457517.308778 -0.301904 0.0131398
2457517.308840 -0.32562 0.0127188
2457517.308902 -0.344667 0.0127146
2457517.308964 -0.481001 0.012544
2457517.309026 -0.611406 0.0122575
2457517.309088 -0.723964 0.0124118
2457517.309150 -0.537713 0.0128508
2457517.309212 -0.390787 0.0135575
2457517.309274 -0.277911 0.0132135
2457517.309336 -0.212832 0.0136845
2457517.309397 -0.19483 0.0135715
2457517.309459 -0.196679 0.0134299
2457517.309521 -0.190714 0.0131155
2457517.309583 -0.313559 0.0128272
2457517.309645 -0.500404 0.0125129
2457517.309707 -0.906282 0.0117722
2457517.309769 -0.927083 0.0114449
2457517.309831 -0.860863 0.0115474
2457517.309893 -0.766677 0.0112983
2457517.309955 -0.614297 0.0119137
2457517.310017 -0.500421 0.0121229
2457517.310079 -0.444407 0.0121252
2457517.310141 -0.392572 0.0122111
2457517.310202 -0.391986 0.0129118
2457517.310264 -0.439716 0.012626
2457517.310326 -0.621347 0.0119342
2457517.310388 -0.849368 0.0116909
2457517.310450 -0.651646 0.0120732
2457517.310512 -0.613558 0.0120224
2457517.310574 -0.440483 0.0122778
2457517.310636 -0.34343 0.0125826
2457517.310698 -0.304747 0.0126455
2457517.310760 -0.260694 0.0130369
2457517.310822 -0.269965 0.012994
2457517.310884 -0.298829 0.0129576
2457517.310945 -0.359889 0.0126395
2457517.311007 -0.549268 0.0124778
2457517.311069 -0.884291 0.0110569
2457517.311131 -0.909784 0.0114263
2457517.311193 -0.825171 0.0115999
2457517.311255 -0.684544 0.0117853
2457517.311317 -0.579432 0.0120303
2457517.311379 -0.495043 0.0122243
2457517.311441 -0.463306 0.0121027
2457517.311503 -0.403956 0.0124766
2457517.311565 -0.373307 0.012385
2457517.311627 -0.419441 0.0119622
2457517.311689 -0.578588 0.0114129
2457517.311750 -0.74445 0.0111461
2457517.311812 -0.660894 0.0111471
2457517.311874 -0.619915 0.0113386
2457517.311936 -0.471474 0.0120897
2457517.311998 -0.309574 0.012139
2457517.312060 -0.261915 0.0120826
2457517.312122 -0.200292 0.0121347
2457517.312184 -0.19363 0.0122135
2457517.312246 -0.237312 0.0121546
2457517.312308 -0.369158 0.0119698
2457517.312370 -0.567277 0.0112264
2457517.312432 -0.871479 0.0107727
2457517.312494 -0.939354 0.0106292
2457517.312555 -1.07204 0.0106151
2457517.312617 -0.809121 0.0111143
2457517.312679 -0.725049 0.0108906
2457517.312741 -0.573881 0.0113858
2457517.312803 -0.499916 0.0115872
2457517.312865 -0.422925 0.011426
2457517.312927 -0.397585 0.0114906
2457517.312989 -0.406135 0.0116845
2457517.313051 -0.608367 0.0112189
2457517.313113 -0.646979 0.0111752
2457517.313175 -0.553502 0.0113943
2457517.313237 -0.436219 0.0115613
2457517.313299 -0.315993 0.0119829
2457517.313360 -0.195728 0.0124613
2457517.313422 -0.17621 0.012922
2457517.313484 -0.142552 0.0134946
2457517.313546 -0.194037 0.0134384
2457517.313608 -0.187187 0.0135226
2457517.313670 -0.211105 0.0127908
2457517.313732 -0.606504 0.0114761
2457517.313794 -0.841671 0.0109832
2457517.313856 -0.789517 0.0111114
2457517.313918 -0.799836 0.0112471
2457517.313980 -0.673505 0.0115696
2457517.314042 -0.540044 0.0116325
2457517.314104 -0.51974 0.0115405
2457517.314165 -0.468319 0.0117793
2457517.314227 -0.41507 0.0120643
2457517.314289 -0.311106 0.0122848
2457517.314351 -0.325831 0.0130074
2457517.314413 -0.408056 0.0122545
2457517.314475 -0.553838 0.011936
2457517.314537 -0.570561 0.0118098
2457517.314599 -0.534784 0.0119298
2457517.314661 -0.410228 0.0121758
2457517.314723 -0.274377 0.0127199
2457517.314785 -0.220976 0.0128904
2457517.314847 -0.203492 0.0129935
2457517.314909 -0.224077 0.0128911
2457517.314970 -0.190366 0.0130014
2457517.315032 -0.26782 0.0126907
2457517.315094 -0.568634 0.0120712
2457517.315156 -0.810949 0.0120262
2457517.315218 -0.731719 0.011591
2457517.315280 -0.746863 0.0113963
2457517.315342 -0.642269 0.0115631
2457517.315404 -0.507522 0.0116366
2457517.315466 -0.440586 0.0118081
2457517.315528 -0.370151 0.0122198
2457517.315590 -0.38456 0.012931
2457517.315652 -0.298866 0.0127369
2457517.315713 -0.336579 0.0127084
2457517.315775 -0.540005 0.0120179
2457517.315837 -0.67631 0.0115784
2457517.315899 -0.683963 0.0121495
2457517.315961 -0.515104 0.0126271
2457517.316023 -0.433555 0.0127434
2457517.316085 -0.305988 0.0129479
2457517.316147 -0.252705 0.0133527
2457517.316209 -0.238627 0.0130277
2457517.316271 -0.246362 0.0130093
2457517.316333 -0.215273 0.012782
2457517.316395 -0.322649 0.0127299
2457517.316457 -0.39925 0.0125287
2457517.316518 -0.762055 0.0115968
2457517.316580 -0.724715 0.0115003
2457517.316642 -0.683189 0.0119018
2457517.316704 -0.552707 0.0120627
2457517.316766 -0.458341 0.0124617
2457517.316828 -0.454404 0.0122517
2457517.316890 -0.395876 0.0122073
2457517.316952 -0.298861 0.0126671
2457517.317014 -0.275889 0.0123012
2457517.317076 -0.294959 0.0142011
2457517.317138 -0.43128 0.0134215
2457517.317200 -0.550768 0.0120288
2457517.317262 -0.459407 0.0120774
2457517.317323 -0.350308 0.0121439
2457517.317385 -0.304015 0.0131218
2457517.317447 -0.186851 0.0131589
2457517.317509 -0.105397 0.0131459
2457517.317571 -0.0945718 0.0134316
2457517.317633 -0.131332 0.0135577
2457517.317695 -0.104053 0.0129286
2457517.317757 -0.141097 0.0128094
2457517.317819 -0.31227 0.0125859
2457517.317881 -0.558119 0.0116337
2457517.317943 -0.571517 0.0118313
2457517.318005 -0.595624 0.0117771
2457517.318067 -0.551952 0.011813
2457517.318128 -0.423709 0.0122503
2457517.318190 -0.444443 0.0118326
2457517.318252 -0.38417 0.011778
2457517.318314 -0.343984 0.0121507
2457517.318376 -0.288161 0.01238
2457517.318438 -0.28828 0.0123771
2457517.318500 -0.422936 0.0119048
2457517.318562 -0.495805 0.0118655
2457517.318624 -0.489394 0.0117484
2457517.318686 -0.349773 0.0118079
2457517.318748 -0.278393 0.0122551
2457517.318810 -0.181009 0.012639
2457517.318872 -0.0932973 0.0130739
2457517.318933 -0.132847 0.0129044
2457517.318995 -0.0854216 0.0139575
2457517.319057 -0.144096 0.0141655
2457517.319119 -0.186672 0.0138507
2457517.319181 -0.552358 0.0133135
2457517.319243 -0.693602 0.0120078
2457517.319305 -0.659436 0.0116949
2457517.319367 -0.600307 0.0113071
2457517.319429 -0.558223 0.0116613
2457517.319491 -0.392612 0.0122092
2457517.319553 -0.369041 0.0120095
2457517.319615 -0.355531 0.0119328
2457517.319677 -0.316581 0.0118629
2457517.319738 -0.277252 0.012151
2457517.319800 -0.317437 0.01197
2457517.319862 -0.502076 0.0116082
2457517.319924 -0.570925 0.0116137
2457517.319986 -0.534444 0.0119237
2457517.320048 -0.418497 0.0123507
2457517.320110 -0.367969 0.0126812
2457517.320172 -0.272092 0.0126229
2457517.320234 -0.179232 0.0125851
2457517.320296 -0.156101 0.0130302
2457517.320358 -0.209736 0.0128226
2457517.320420 -0.189417 0.01277
2457517.320482 -0.261017 0.0126203
2457517.320543 -0.530944 0.0119402
2457517.320605 -0.726912 0.011343
2457517.320667 -0.646973 0.0118619
2457517.320729 -0.631209 0.0122736
2457517.320791 -0.587733 0.0120039
2457517.320853 -0.515429 0.0124318
2457517.320915 -0.397388 0.0123144
2457517.320977 -0.366514 0.0123464
2457517.321039 -0.301123 0.0127453
2457517.321101 -0.29173 0.0126787
2457517.321163 -0.263973 0.0132172
2457517.321225 -0.525622 0.0120629
2457517.321286 -0.556584 0.0116286
2457517.321348 -0.401059 0.0124878
2457517.321410 -0.269391 0.0136648
2457517.321472 -0.206027 0.012979
2457517.321534 -0.147115 0.0134852
2457517.321596 -0.106645 0.0129857
2457517.321658 -0.0677214 0.013021
2457517.321720 -0.0834619 0.0132475
2457517.321782 -0.101929 0.0124642
2457517.321844 -0.137793 0.0124485
2457517.321906 -0.304186 0.0121941
2457517.321968 -0.547749 0.0116704
2457517.322030 -0.538794 0.0115461
2457517.322091 -0.579993 0.0120517
2457517.322153 -0.547749 0.0119319
2457517.322215 -0.545016 0.0117937
2457517.322277 -0.547994 0.0118664
2457517.322339 -0.393949 0.0120648
2457517.322401 -0.379397 0.0124187
2457517.322463 -0.277711 0.012341
2457517.322525 -0.346847 0.0121529
2457517.322587 -0.565953 0.0123041
2457517.322649 -0.478807 0.0122959
2457517.322711 -0.387081 0.0123661
2457517.322773 -0.253198 0.0129483
2457517.322835 -0.139713 0.0128063
2457517.322896 -0.140147 0.013166
2457517.322958 -0.111909 0.01319
2457517.323020 -0.0459158 0.0130819
2457517.323082 -0.0676744 0.0131756
2457517.323144 -0.0381583 0.0135339
2457517.323206 -0.0443462 0.0132746
2457517.323268 -0.257557 0.0125233
2457517.323330 -0.456904 0.0124447
2457517.323392 -0.420888 0.0121919
2457517.323454 -0.444136 0.0122658
2457517.323516 -0.44196 0.0122658
2457517.323578 -0.401869 0.0125807
2457517.323640 -0.396815 0.0125527
2457517.323701 -0.384468 0.0126352
2457517.323763 -0.351283 0.012803
2457517.323825 -0.315336 0.0129371
2457517.323887 -0.301016 0.013296
2457517.323949 -0.364866 0.0129847
2457517.324011 -0.354262 0.0127304
2457517.324073 -0.255936 0.0132609
2457517.324135 -0.178868 0.0130516
2457517.324197 -0.236797 0.0134678
2457517.324259 -0.138598 0.0144865
2457517.324321 -0.0996631 0.0132219
2457517.324383 -0.0595443 0.0130778
2457517.324445 -0.0741087 0.0134835
2457517.324506 -0.118702 0.0130611
2457517.324568 -0.249109 0.0130901
2457517.324630 -0.440431 0.0126583
2457517.324692 -0.584881 0.0120004
2457517.324754 -0.487483 0.0120646
2457517.324816 -0.427353 0.0119785
2457517.324878 -0.460455 0.0121718
2457517.324940 -0.502355 0.0121479
2457517.325002 -0.438181 0.0119525
2457517.325064 -0.457613 0.0120515
2457517.325126 -0.391034 0.0122905
2457517.325188 -0.286353 0.0124144
2457517.325250 -0.377186 0.0123585
2457517.325311 -0.429616 0.0120546
2457517.325373 -0.410619 0.0122811
2457517.325435 -0.290398 0.0122076
2457517.325497 -0.227382 0.0124172
2457517.325559 -0.198678 0.0123601
2457517.325621 -0.160462 0.0125113
2457517.325683 -0.128045 0.0127821
2457517.325745 -0.103252 0.0127409
2457517.325807 -0.0996027 0.0127026
2457517.325869 -0.117288 0.0127038
2457517.325931 -0.126682 0.0125614
2457517.325993 -0.273391 0.0125052
2457517.326054 -0.383298 0.0120762
2457517.326116 -0.37291 0.0121427
2457517.326178 -0.338635 0.0120643
2457517.326240 -0.375579 0.0120683
2457517.326302 -0.427638 0.0121588
2457517.326364 -0.382378 0.0121125
2457517.326426 -0.328353 0.0122501
2457517.326488 -0.330511 0.0122744
2457517.326550 -0.246719 0.0125581
2457517.326612 -0.282068 0.0124234
2457517.326674 -0.338385 0.0123951
2457517.326736 -0.316452 0.0128573
2457517.326798 -0.281365 0.0126761
2457517.326859 -0.245276 0.0131476
2457517.326921 -0.258144 0.0131086
2457517.326983 -0.206232 0.0138482
2457517.327045 -0.188371 0.0135339
2457517.327107 -0.139408 0.0133605
2457517.327169 -0.167786 0.013368
2457517.327231 -0.181028 0.0135352
2457517.327293 -0.250432 0.0128821
2457517.327355 -0.331245 0.0126833
2457517.327417 -0.410893 0.0125834
2457517.327479 -0.436364 0.0125024
2457517.327541 -0.404736 0.0125172
2457517.327603 -0.436857 0.0124004
2457517.327664 -0.424763 0.0125894
2457517.327726 -0.507927 0.0121534
2457517.327788 -0.436983 0.0124585
2457517.327850 -0.392132 0.0128265
2457517.327912 -0.304513 0.0130221
2457517.327974 -0.264461 0.0134848
2457517.328036 -0.337291 0.013244
2457517.328098 -0.360009 0.0127049
2457517.328160 -0.291316 0.0129076
2457517.328222 -0.296873 0.0132746
2457517.328284 -0.265345 0.0135122
2457517.328346 -0.263588 0.0130156
2457517.328408 -0.17294 0.0129175
2457517.328469 -0.192819 0.0134443
2457517.328531 -0.174591 0.0137306
2457517.328593 -0.120329 0.0135848
2457517.328655 -0.242644 0.0128132
2457517.328717 -0.261246 0.0125429
2457517.328779 -0.28602 0.0124467
2457517.328841 -0.334894 0.0122823
2457517.328903 -0.386019 0.012203
2457517.328965 -0.407559 0.0121989
2457517.329027 -0.390456 0.0127248
2457517.329089 -0.498215 0.011994
2457517.329151 -0.569219 0.0121274
2457517.329213 -0.527566 0.0124633
2457517.329274 -0.496103 0.0125474
2457517.329336 -0.412099 0.0124709
2457517.329398 -0.386216 0.0129939
2457517.329460 -0.308301 0.0128669
2457517.329522 -0.291998 0.0126213
2457517.329584 -0.293518 0.0126502
2457517.329646 -0.247394 0.0126403
2457517.329708 -0.190469 0.0128768
2457517.329770 -0.166114 0.012866
2457517.329832 -0.17277 0.0128633
2457517.329894 -0.173318 0.0130562
2457517.329956 -0.214643 0.0128132
2457517.330018 -0.163173 0.0131229
2457517.330079 -0.286849 0.0128856
2457517.330141 -0.352567 0.0127344
2457517.330203 -0.481265 0.0120929
2457517.330265 -0.421419 0.0121744
2457517.330327 -0.41386 0.0123093
2457517.330389 -0.473251 0.0121152
2457517.330451 -0.531754 0.0124601
2457517.330513 -0.521201 0.0122093
2457517.330575 -0.466514 0.0120897
2457517.330637 -0.430017 0.012174
2457517.330699 -0.413795 0.0126817
2457517.330761 -0.422731 0.0122532
2457517.330822 -0.373184 0.0122665
2457517.330884 -0.358347 0.0122383
2457517.330946 -0.29645 0.0124746
2457517.331008 -0.297349 0.0127152
2457517.331070 -0.274298 0.0129725
2457517.331132 -0.183203 0.0132817
2457517.331194 -0.119359 0.0135567
2457517.331256 -0.104008 0.0133063
2457517.331318 -0.133505 0.0135324
2457517.331380 -0.199921 0.0138482
2457517.331442 -0.259693 0.0131198
2457517.331504 -0.380255 0.013398
2457517.331566 -0.469844 0.0125146
2457517.331627 -0.504435 0.0122774
2457517.331689 -0.507339 0.0128086
2457517.331751 -0.512817 0.0127741
2457517.331813 -0.538418 0.012382
2457517.331875 -0.566345 0.0126006
2457517.331937 -0.463889 0.0129944
2457517.331999 -0.362744 0.0132607
2457517.332061 -0.293424 0.0130978
2457517.332123 -0.349123 0.0132512
2457517.332185 -0.318663 0.0133702
2457517.332247 -0.256141 0.0140238
2457517.332309 -0.212672 0.0141864
2457517.332371 -0.153707 0.014183
2457517.332432 -0.0957216 0.0140482
2457517.332494 -0.0306047 0.0146035
2457517.332556 0.00132976 0.0152727
2457517.332618 -0.0191924 0.0139286
2457517.332680 -0.0576762 0.0139082
2457517.332742 -0.0807923 0.0138956
2457517.332804 -0.160089 0.0133958
2457517.332866 -0.224695 0.0132277
2457517.332928 -0.33177 0.0130028
2457517.332990 -0.357331 0.0131615
2457517.333052 -0.409966 0.0130459
2457517.333114 -0.463055 0.0124919
2457517.333176 -0.529183 0.0126057
2457517.333237 -0.564653 0.0126316
2457517.333299 -0.503155 0.0131626
2457517.333361 -0.394158 0.0127956
2457517.333423 -0.315659 0.0132308
2457517.333485 -0.39976 0.0131318
2457517.333547 -0.382879 0.0129517
2457517.333609 -0.300435 0.0129217
2457517.333671 -0.197094 0.0133139
2457517.333733 -0.165327 0.0137229
2457517.333795 -0.073224 0.0137469
2457517.333857 -0.0238546 0.0140783
2457517.333919 -0.0226547 0.0143818
2457517.333981 -0.0149332 0.0140889
2457517.334042 -0.0154492 0.0140319
2457517.334104 -0.059647 0.0137457
2457517.334166 -0.0675653 0.0139033
2457517.334228 -0.0791542 0.0139816
2457517.334290 -0.131129 0.0132909
2457517.334352 -0.217306 0.013336
2457517.334414 -0.25949 0.0129569
2457517.334476 -0.372913 0.0127931
2457517.334538 -0.443214 0.012697
2457517.334600 -0.48719 0.0122326
2457517.334662 -0.444339 0.0125338
2457517.334724 -0.327381 0.0128114
2457517.334786 -0.247924 0.0133615
2457517.334847 -0.306033 0.0127783
2457517.334909 -0.25047 0.0130944
2457517.334971 -0.182155 0.0130552
2457517.335033 -0.149071 0.0133729
2457517.335095 -0.166367 0.013642
2457517.335157 -0.130716 0.0136895
2457517.335219 -0.0502151 0.0135639
2457517.335281 -0.0447985 0.0132566
2457517.335343 -0.0331014 0.013536
2457517.335405 0.0117831 0.013714
2457517.335467 -0.0150349 0.0139515
2457517.335529 -0.0573271 0.0135551
2457517.335590 -0.0580015 0.0137277
2457517.335652 -0.105633 0.013535
2457517.335714 -0.16007 0.0136722
2457517.335776 -0.210287 0.0135205
2457517.335838 -0.280152 0.0132728
2457517.335900 -0.378163 0.012922
2457517.335962 -0.435831 0.0125347
2457517.336024 -0.371665 0.0125372
2457517.336086 -0.329377 0.0127111
2457517.336148 -0.215758 0.0130747
2457517.336210 -0.235752 0.0133536
2457517.336272 -0.147058 0.0134344
2457517.336334 -0.0566152 0.0141382
2457517.336395 0.000471312 0.0139821
2457517.336457 -0.0109915 0.0142342
2457517.336519 -0.0559348 0.0140075
2457517.336581 0.0672023 0.0144439
2457517.336643 0.112351 0.0146047
2457517.336705 0.0927195 0.0148538
2457517.336767 0.095668 0.0152721
2457517.336829 0.0844098 0.0153253
2457517.336891 0.00103629 0.0143857
2457517.336953 0.0307081 0.0146526
2457517.337015 0.0307159 0.0150056
2457517.337077 0.0233594 0.0148766
2457517.337139 0.00713059 0.0147747
2457517.337200 -0.0706644 0.0145936
2457517.337262 -0.21459 0.0135335
2457517.337324 -0.278437 0.0133209
2457517.337386 -0.261132 0.0135994
2457517.337448 -0.180281 0.0138799
2457517.337510 -0.0984421 0.0141528
2457517.337572 -0.0669846 0.0142962
2457517.337634 0.0117601 0.0148773
2457517.337696 0.0608037 0.015111
2457517.337758 0.0752191 0.0155305
2457517.337820 0.0658321 0.0157379
2457517.337882 0.134754 0.0156926
2457517.337944 0.139119 0.0154865
2457517.338005 0.166894 0.0158539
2457517.338067 0.19805 0.0166263
2457517.338129 0.21428 0.0159326
2457517.338191 0.212888 0.0160728
2457517.338253 0.214846 0.0161457
2457517.338315 0.156154 0.0151101
2457517.338377 0.133555 0.0155362
2457517.338439 0.0600553 0.0146609
2457517.338501 0.0978888 0.0150571
2457517.338563 0.0042917 0.0142422
2457517.338625 -0.121667 0.0137532
2457517.338687 -0.297147 0.0137413
2457517.338749 -0.252315 0.0137935
2457517.338810 -0.103183 0.013992
2457517.338872 0.0412996 0.0142135
2457517.338934 0.0476271 0.014283
2457517.338996 0.0924794 0.0145947
2457517.339058 0.115045 0.0148678
2457517.339120 0.17815 0.0150777
2457517.339182 0.250376 0.0150154
2457517.339244 0.0757452 0.0146491
2457517.339306 -0.000561181 0.0142596
2457517.339368 0.194275 0.0160555
2457517.339430 0.228828 0.0175105
2457517.339492 0.315815 0.018495
2457517.339554 0.353555 0.0178072
2457517.339615 0.368006 0.0194352
2457517.339677 0.340817 0.0197484
2457517.339739 0.244904 0.0168821
2457517.339801 0.154853 0.0158936
2457517.339863 0.107068 0.0154918
2457517.339925 0.040861 0.0150956
2457517.339987 0.0345391 0.0149315
2457517.340049 -0.0465536 0.0149596
2457517.340111 -0.0792865 0.0148593
2457517.340173 -0.0390626 0.0144757
2457517.340235 0.140887 0.0154001
2457517.340297 0.214395 0.0165313
2457517.340359 0.254341 0.0177651
2457517.340420 0.209959 0.0183021
2457517.340482 0.324236 0.0176172
2457517.340544 0.34988 0.0180907
2457517.340606 0.41101 0.0179776
2457517.340668 0.407423 0.0186941
2457517.340730 0.355859 0.0195465
2457517.340792 0.358294 0.0193247
2457517.340854 0.401644 0.0197442
2457517.340916 0.394933 0.0189421
2457517.340978 0.412606 0.0182658
2457517.341040 0.351312 0.0171637
2457517.341102 0.255475 0.0171282
2457517.341163 0.164517 0.0166757
2457517.341225 0.104421 0.0165011
2457517.341287 -0.00472568 0.0162969
2457517.341349 -0.159926 0.0151636
2457517.341411 -0.34372 0.0155426
2457517.341473 -0.205324 0.0158446
2457517.341535 0.00211816 0.0161094
2457517.341597 0.139434 0.0169486
2457517.341659 0.2252 0.0174275
2457517.341721 0.253539 0.0174931
2457517.341783 0.31927 0.0173624
2457517.341845 0.315381 0.0177348
2457517.341907 0.412382 0.0182898
2457517.341968 0.432311 0.0190813
2457517.342030 0.514777 0.0198288
2457517.342092 0.520044 0.0195571
2457517.342154 0.499476 0.0189842
2457517.342216 0.529125 0.0190718
2457517.342278 0.567231 0.0187701
2457517.342340 0.515131 0.0189015
2457517.342402 0.489759 0.0183472
2457517.342464 0.432556 0.0174666
2457517.342526 0.272813 0.01645
2457517.342588 0.170396 0.0164094
2457517.342650 0.0621928 0.016327
2457517.342712 -0.0516199 0.015054
2457517.342773 -0.142291 0.0142593
2457517.342835 -0.120223 0.0141465
2457517.342897 -0.0387735 0.0151733
2457517.342959 0.171256 0.0165769
2457517.343021 0.298285 0.0175933
2457517.343083 0.291711 0.0186096
2457517.343145 0.274782 0.0178348
2457517.343207 0.290357 0.017809
2457517.343269 0.280993 0.0156586
2457517.343331 0.284992 0.0156929
2457517.343393 0.4668 0.0167074
2457517.343455 0.559321 0.0175324
2457517.343517 0.555837 0.0175997
2457517.343578 0.603099 0.0178285
2457517.343640 0.624701 0.0179859
2457517.343702 0.628383 0.0181522
2457517.343764 0.587836 0.0175367
2457517.343826 0.522951 0.0171604
2457517.343888 0.396068 0.0164545
2457517.343950 0.289727 0.0158085
2457517.344012 0.194252 0.0152754
2457517.344074 -0.0212503 0.0142464
2457517.344136 -0.124242 0.0142504
2457517.344198 -0.114281 0.0147309
2457517.344260 -0.0435006 0.0139536
2457517.344322 0.171336 0.0154072
2457517.344383 0.247533 0.0165336
2457517.344445 0.241742 0.0167605
2457517.344507 0.349486 0.017386
2457517.344569 0.393937 0.0173953
2457517.344631 0.478134 0.0180508
2457517.344693 0.552783 0.0169213
2457517.344755 0.498341 0.0160621
2457517.344817 0.517937 0.0163498
2457517.344879 0.602964 0.0172722
2457517.344941 0.552828 0.017125
2457517.345003 0.617246 0.0180588
2457517.345065 0.621533 0.0174549
2457517.345127 0.577737 0.0168653
2457517.345188 0.504532 0.0161333
2457517.345250 0.431624 0.0163712
2457517.345312 0.331138 0.0153134
2457517.345374 0.21107 0.0149564
2457517.345436 0.0497835 0.0141763
2457517.345498 -0.107787 0.0136901
2457517.345560 -0.187821 0.0134003
2457517.345622 -0.142257 0.0140308
2457517.345684 0.0788568 0.0146127
2457517.345746 0.281546 0.0151365
2457517.345808 0.331395 0.0156875
2457517.345870 0.35456 0.0155129
2457517.345931 0.527142 0.0167718
2457517.345993 0.502999 0.0171737
2457517.346055 0.476837 0.0179936
2457517.346117 0.553417 0.0180233
2457517.346179 0.510943 0.0171526
2457517.346241 0.666453 0.0183677
2457517.346303 0.735676 0.0183285
2457517.346365 0.767273 0.0196137
2457517.346427 0.736322 0.0191472
2457517.346489 0.709756 0.0179769
2457517.346551 0.672328 0.0172711
2457517.346613 0.494683 0.0167935
2457517.346675 0.405533 0.0172029
2457517.346736 0.214413 0.0155557
2457517.346798 0.19428 0.014459
2457517.346860 0.0880102 0.0137843
2457517.346922 0.0240563 0.0148617
2457517.346984 0.139893 0.0149265
2457517.347046 0.261589 0.0151038
2457517.347108 0.403154 0.0154837
2457517.347170 0.481748 0.0155536
2457517.347232 0.479098 0.015923
2457517.347294 0.552593 0.0169383
2457517.347356 0.616634 0.0163634
2457517.347418 0.605851 0.0177095
2457517.347480 0.564704 0.0165883
2457517.347541 0.662295 0.0174583
2457517.347603 0.674535 0.0166604
2457517.347665 0.815752 0.0176306
2457517.347727 0.790942 0.0171784
2457517.347789 0.867044 0.0182479
2457517.347851 0.819966 0.0186079
2457517.347913 0.684848 0.0169866
2457517.347975 0.591859 0.01671
2457517.348037 0.417137 0.0156638
2457517.348099 0.376883 0.0154319
2457517.348161 0.109287 0.0141046
2457517.348223 -0.0931329 0.0132952
2457517.348285 -0.0691312 0.0132865
2457517.348346 0.137224 0.0139798
2457517.348408 0.371313 0.0150404
2457517.348470 0.542438 0.0156501
2457517.348532 0.626943 0.016507
2457517.348594 0.619504 0.0172684
2457517.348656 0.655701 0.0166336
2457517.348718 0.740407 0.017127
2457517.348780 0.77461 0.0173138
2457517.348842 0.750326 0.0174478
2457517.348904 0.765052 0.0174656
2457517.348966 0.811324 0.0176011
2457517.349028 0.825309 0.0179576
2457517.349090 0.878605 0.0180704
2457517.349151 0.912271 0.0185862
2457517.349213 0.848415 0.018405
2457517.349275 0.825228 0.0184545
2457517.349337 0.722387 0.0182281
2457517.349399 0.613835 0.0172981
2457517.349461 0.426593 0.015906
2457517.349523 0.228489 0.0143689
2457517.349585 0.145947 0.0141257
2457517.349647 0.123752 0.0139789
2457517.349709 0.329003 0.0146131
2457517.349771 0.511999 0.0155972
2457517.349833 0.571682 0.0157759
2457517.349895 0.602234 0.0163429
2457517.349956 0.6489 0.0161826
2457517.350018 0.721108 0.0170836
2457517.350080 0.737298 0.0175138
2457517.350142 0.68145 0.0168024
2457517.350204 0.434542 0.0152574
2457517.350266 0.327637 0.0147665
2457517.350328 0.62155 0.016739
2457517.350390 0.792903 0.0174897
2457517.350452 0.87245 0.0178119
2457517.350514 0.960235 0.0180527
2457517.350576 0.949642 0.0184242
2457517.350638 0.906191 0.0180977
2457517.350700 0.845589 0.0177514
2457517.350761 0.757598 0.0168096
2457517.350823 0.55517 0.0158547
2457517.350885 0.350237 0.014667
2457517.350947 0.286979 0.0144934
2457517.351009 0.105112 0.0133917
2457517.351071 0.297903 0.014736
2457517.351133 0.586047 0.0158076
2457517.351195 0.712349 0.0163451
2457517.351257 0.681531 0.016371
2457517.351319 0.699631 0.0166919
2457517.351381 0.733016 0.0167947
2457517.351443 0.829972 0.0173583
2457517.351504 0.904501 0.0179867
2457517.351566 0.847284 0.0173536
2457517.351628 0.676885 0.0166126
2457517.351690 0.869819 0.0182189
2457517.351752 0.928606 0.019209
2457517.351814 0.995466 0.0197662
2457517.351876 1.03135 0.0191998
2457517.351938 1.05806 0.0203324
2457517.352000 0.99514 0.0200229
2457517.352062 0.817229 0.0180898
2457517.352124 0.692986 0.0168096
2457517.352186 0.503902 0.015704
2457517.352248 0.216587 0.0142611
2457517.352309 -0.0261061 0.0134106
2457517.352371 -0.177703 0.0128661
2457517.352433 0.173535 0.0142522
2457517.352495 0.412773 0.0149838
2457517.352557 0.624894 0.0162519
2457517.352619 0.680271 0.0170948
2457517.352681 0.661057 0.0162563
2457517.352743 0.689511 0.0166182
2457517.352805 0.771377 0.0168411
2457517.352867 0.80369 0.0177335
2457517.352929 0.722375 0.0176054
2457517.352991 0.712984 0.0181152
